,Parent,Code,Accounts for New T&Q,Account_Name,Account Code,State,Zip_Code,Territory,Cluster,Sub-Region,Named_Account,test,Named-Account Override,Region,City,Fortune_Number,Fortune,Industry,Employees,PYSales,Annual_Revenue_(M),Wallet_Share,Sub-Territory,Segment,New Industry,New Segment,Revenue Band
Pelican Products,Total Accounts,10981,true,Pelican Products,10981,CA,90505,CA,Southwest Cluster #2,Southwest,false,false,false,USA,Torrance,0,false,Consumer Products,3419,131167,54.6,0.99,South,Mid Market,Consumer,Mid Market,$50 - $100M
Pekin Memorial Hospital,Total Accounts,10980,true,Pekin Memorial Hospital,10980,IL,61554,IL,Midwest Cluster #1,Midwest,false,false,false,USA,Pekin,0,false,Hospitals / Health Care,2991,91908,77.14,0.34,East,Mid Market,Healthcare,Mid Market,$50 - $100M
Pekin Insurance,Total Accounts,10979,true,Pekin Insurance,10979,IL,61558,IL,Midwest Cluster #1,Midwest,false,false,false,USA,Pekin,0,false,Insurance,4473,103370,100,0.65,West,Enterprise,Insurance,Enterprise,"$100 - $1,000M"
Pegasystems,Total Accounts,10978,true,Pegasystems,10978,MA,02163,MA,NE Cluster #3,Northeast,false,false,false,USA,Cambridge,0,false,IT Services,342,101943,509,0.17,East,Mid Market,Technology,Mid Market,"$100 - $1,000M"
Pegasus Solutions,Total Accounts,10977,true,Pegasus Solutions,10977,TX,75240,TX West,Texas Cluster #1,Texas,false,false,false,USA,Dallas,0,false,IT Services,4221,76412,99.3,0.76,North,Mid Market,Technology,Mid Market,$50 - $100M
Pegasus Emergency Group,Total Accounts,10976,true,Pegasus Emergency Group,10976,MT,59715,MT,Northwest Cluster #2,Northwest,false,false,false,USA,Bozeman,0,false,Hospitals / Health Care,3591,95012,3.8,0.85,East,Mid Market,Healthcare,Mid Market,$0 - $50M
Peet's Coffee & Tea,Total Accounts,10975,true,Peet's Coffee & Tea,10975,CA,94608,CA,Southwest Cluster #2,Southwest,false,false,false,USA,Emeryville,0,false,Retail,1618,418940,423.3,0.99,North,Enterprise,Consumer,Enterprise,"$100 - $1,000M"
Peerless Industries,Total Accounts,10974,true,Peerless Industries,10974,IL,60502,IL,Midwest Cluster #1,Midwest,false,false,false,USA,Aurora,0,false,Manufacturing - Durables,2801,158645,40.3,0.9,North,Mid Market,Manufacturing,Mid Market,$0 - $50M
Pedernales Electric Cooperative,Total Accounts,10973,true,Pedernales Electric Cooperative,10973,TX,78636,TX West,Texas Cluster #1,Texas,false,false,false,USA,Johnson City,0,false,Energy / Utilities,3622,1492029,550.8,0.97,North,Key Accounts,Energy,Enterprise,"$100 - $1,000M"
Peconic Bay Medical Center,Total Accounts,10972,true,Peconic Bay Medical Center,10972,NY,11901,NY,New York Cluster #1,New York,false,false,false,USA,Riverhead,0,false,Hospitals / Health Care,4695,195775,138.2,0.74,East,Enterprise,Healthcare,Enterprise,"$100 - $1,000M"
Peco Foods,Total Accounts,10971,true,Peco Foods,10971,AL,35401,AL,Southeast Cluster #1,Southeast,false,false,false,USA,Tuscaloosa,0,false,Consumer Products,3939,551299,582.2,0.98,South,Enterprise,Consumer,Enterprise,"$100 - $1,000M"
Pechanga Resort & Casino,Total Accounts,10970,true,Pechanga Resort & Casino,10970,CA,92592,CA,Southwest Cluster #2,Southwest,false,false,false,USA,Temecula,0,false,Leisure,541,92054,500,0.09,South,Mid Market,Consumer,Mid Market,"$100 - $1,000M"
Pebble Beach Company,Total Accounts,10969,true,Pebble Beach Company,10969,CA,93953,CA,Southwest Cluster #2,Southwest,false,false,false,USA,Pebble Beach,0,false,Leisure,4552,920011,500,0.72,South,Enterprise,Consumer,Enterprise,"$100 - $1,000M"
Peavey Electronics Corporation,Total Accounts,10968,true,Peavey Electronics Corporation,10968,MS,39305,MS,Southeast Cluster #2,Southeast,false,false,false,USA,Meridian,0,false,Consumer Products,1724,53675,154.9,0.69,North,Enterprise,Consumer,Enterprise,"$100 - $1,000M"
"Pearson, Inc.",Total Accounts,10967,true,"Pearson, Inc.",10967,NY,10013,NY,New York Cluster #1,New York,false,false,false,USA,New York,0,false,Services,1510,182804,3827,0.86,South,Enterprise,Services,Enterprise,"$1,000 - $5,000M"
Pearson VUE,Total Accounts,10966,true,Pearson VUE,10966,MN,55437,MN,Midwest Cluster #1,Midwest,false,false,false,USA,Bloomington,0,false,IT Services,4028,108273,700,0.57,South,Enterprise,Technology,Enterprise,"$100 - $1,000M"
Pearl Carroll & Associates,Total Accounts,10965,true,Pearl Carroll & Associates,10965,NY,12110,NY,New York Cluster #1,New York,false,false,false,USA,Latham,0,false,Services,60,17534,1.9,0.2,East,Mid Market,Services,Mid Market,$0 - $50M
Peapod,Total Accounts,10964,true,Peapod,10964,IL,60077,IL,Midwest Cluster #1,Midwest,false,false,false,USA,Skokie,0,false,Retail,734,26082,500,0.03,North,Mid Market,Consumer,Mid Market,"$100 - $1,000M"
Peak6 Investments,Total Accounts,10963,true,Peak6 Investments,10963,IL,60604,IL,Midwest Cluster #1,Midwest,false,false,false,USA,Chicago,0,false,Financial Services,4827,120985,500,0.36,East,Enterprise,Finance,Enterprise,"$100 - $1,000M"
Peak-Ryzex,Total Accounts,10962,true,Peak-Ryzex,10962,MD,21046,MD,Mid-Atlantic Cluster #1,Mid-Atlantic,false,false,false,USA,Columbia,0,false,IT Services,2307,136700,52.4,0.77,South,Mid Market,Technology,Mid Market,$50 - $100M
Peak Vista Community Health Centers,Total Accounts,10961,true,Peak Vista Community Health Centers,10961,CO,80910,CO,Plains Cluster #1,Plains,false,false,false,USA,Colorado Springs,0,false,Hospitals / Health Care,569,0,39.75,0,West,Mid Market,Healthcare,Mid Market,$0 - $50M
Peak Resources,Total Accounts,10960,true,Peak Resources,10960,NC,28054,NC,Atlantic Coast Cluster #2,Atlantic Coast,false,false,false,USA,Gastonia,0,false,Hospitals / Health Care,3248,55130,7.9,0.77,East,Mid Market,Healthcare,Mid Market,$0 - $50M
Peak 10,Total Accounts,10959,true,Peak 10,10959,FL,33634,FL,Southeast Cluster #1,Southeast,false,false,false,USA,Tampa,0,false,IT Services,3991,10133,6.6,0.19,South,Mid Market,Technology,Mid Market,$0 - $50M
Peacock Engineering,Total Accounts,10958,true,Peacock Engineering,10958,IL,60134,IL,Midwest Cluster #1,Midwest,false,false,false,USA,Geneva,0,false,Services,3878,61881,81.2,0.07,North,Mid Market,Services,Mid Market,$50 - $100M
PeaceHealth,Total Accounts,10957,true,PeaceHealth,10957,WA,98007,WA,Northwest Cluster #2,Northwest,false,false,false,USA,Bellevue,0,false,Hospitals / Health Care,1335,194885,1372,0.9,North,Enterprise,Healthcare,Enterprise,"$1,000 - $5,000M"
Peace Corps,Total Accounts,10956,false,Peace Corps,10956,VA,20526,VA,Mid-Atlantic Cluster #2,Mid-Atlantic,false,false,false,USA,Washington,0,false,Federal,4741,80422,377.3,0.18,North,Mid Market,,Mid Market,"$100 - $1,000M"
Peabody Energy Corporation,Total Accounts,10955,true,Peabody Energy Corporation,10955,MO,63101,MO,Plains Cluster #1,Plains,false,false,false,USA,St. Louis,365,true,Minerals & Mining,1300,73264,7150,0.29,North,Enterprise,Manufacturing,Enterprise,"$5,000 - $15,000M"
PDX,Total Accounts,10954,true,PDX,10954,TX,76108,TX West,Texas Cluster #1,Texas,false,false,false,USA,Fort Worth,0,false,IT Services,3803,137329,35.6,0.42,North,Mid Market,Technology,Mid Market,$0 - $50M
PDS Technical Services,Total Accounts,10953,true,PDS Technical Services,10953,TX,75063,TX West,Texas Cluster #1,Texas,false,false,false,USA,Irving,0,false,Services,2086,171439,437,0.91,North,Enterprise,Services,Enterprise,"$100 - $1,000M"
PDI Ninth House,Total Accounts,10952,true,PDI Ninth House,10952,MN,55402,MN,Midwest Cluster #1,Midwest,false,false,false,USA,Minneapolis,0,false,Services,878,160953,100,0.67,East,Enterprise,Services,Enterprise,"$100 - $1,000M"
PDC Energy,Total Accounts,10950,true,PDC Energy,10950,CO,80203,CO,Plains Cluster #1,Plains,false,false,false,USA,Denver,0,false,Oil & Gas,1453,123212,356.1,0.4,South,Enterprise,Energy,Enterprise,"$100 - $1,000M"
PCS Company,Total Accounts,10949,true,PCS Company,10949,MI,48026,MI,Rust Belt Cluster #2,Rust Belt,false,false,false,USA,Fraser,0,false,Manufacturing - Non-Durables,4705,72183,14.2,0.15,North,Mid Market,Manufacturing,Mid Market,$0 - $50M
pcRUSH.com,Total Accounts,10948,true,pcRUSH.com,10948,CA,90245,CA,Southwest Cluster #2,Southwest,false,false,false,USA,El Segundo,0,false,Retail,4435,16474,2.6,0.55,South,Mid Market,Consumer,Mid Market,$0 - $50M
PCM,Total Accounts,10947,true,PCM,10947,CA,90245,CA,Southwest Cluster #2,Southwest,false,false,false,USA,El Segundo,0,false,Consumer Products,4057,827431,1421,0.99,East,Enterprise,Consumer,Enterprise,"$1,000 - $5,000M"
PCH Hotels & Resorts,Total Accounts,10946,true,PCH Hotels & Resorts,10946,AL,36602,AL,Southeast Cluster #1,Southeast,false,false,false,USA,Mobile,0,false,Leisure,1286,168259,156.3,0.54,North,Enterprise,Consumer,Enterprise,"$100 - $1,000M"
Pccw Global,Total Accounts,10945,true,Pccw Global,10945,VA,20170,VA,Mid-Atlantic Cluster #2,Mid-Atlantic,false,false,false,USA,Herndon,0,false,Telecom,1427,13443,1136,0.02,East,Mid Market,Telecom,Mid Market,"$1,000 - $5,000M"
PCCR USA,Total Accounts,10944,true,PCCR USA,10944,IL,60110,IL,Midwest Cluster #1,Midwest,false,false,false,USA,Carpentersville,0,false,Chemicals,3086,86983,89.2,0.53,East,Mid Market,Energy,Mid Market,$50 - $100M
PCC Natural Markets,Total Accounts,10943,true,PCC Natural Markets,10943,WA,98105,WA,Northwest Cluster #2,Northwest,false,false,false,USA,Seattle,0,false,Retail,2081,86990,133.2,0.15,South,Mid Market,Consumer,Mid Market,"$100 - $1,000M"
PCB Piezotronics,Total Accounts,10942,true,PCB Piezotronics,10942,NY,14043,NY,New York Cluster #1,New York,false,false,false,USA,Depew,0,false,Retail,1700,71597,0.14,0.28,North,Mid Market,Consumer,Mid Market,$0 - $50M
PC Construction Company,Total Accounts,10941,true,PC Construction Company,10941,VT,05403,VT,NE Cluster #2,Northeast,false,false,false,USA,South Burlington,0,false,Services,623,34438,317.7,0.49,East,Mid Market,Services,Mid Market,"$100 - $1,000M"
PC Connection,Total Accounts,10940,true,PC Connection,10940,NH,03054,NH,NE Cluster #2,Northeast,false,false,false,USA,Merrimack,912,true,IT Services,1292,148923,2222,0.5,West,Enterprise,Technology,Enterprise,"$1,000 - $5,000M"
PBMares,Total Accounts,10939,true,PBMares,10939,VA,23510,VA,Mid-Atlantic Cluster #2,Mid-Atlantic,false,false,false,USA,Norfolk,0,false,Financial Services,305,77095,16,0.75,South,Mid Market,Finance,Mid Market,$0 - $50M
PBH Marine Group,Total Accounts,10938,true,PBH Marine Group,10938,MN,55439,MN,Midwest Cluster #1,Midwest,false,false,false,USA,Bloomington,0,false,Manufacturing - Durables,4353,437913,4550,0.81,South,Enterprise,Manufacturing,Enterprise,"$1,000 - $5,000M"
PBF Energy,Total Accounts,10937,true,PBF Energy,10937,NY,07054,NY,New York Cluster #1,New York,false,false,false,USA,Parsippany,148,true,Oil & Gas,2946,850737,19152,0.79,West,Key Accounts,Energy,Enterprise,"$15,000"
PaySimple,Total Accounts,10936,true,PaySimple,10936,CO,80202,CO,Plains Cluster #1,Plains,false,false,false,USA,Denver,0,false,Consumer Products,3163,49950,3.1,0.43,East,Mid Market,Consumer,Mid Market,$0 - $50M
PayPros,Total Accounts,10935,true,PayPros,10935,CA,94560,CA,Southwest Cluster #2,Southwest,false,false,false,USA,Newark,0,false,Services,3354,58486,153.4,0.36,South,Enterprise,Services,Enterprise,"$100 - $1,000M"
PayPal,Total Accounts,10934,true,PayPal,10934,CA,95131,CA,Southwest Cluster #2,Southwest,false,false,false,USA,San Jose,0,false,Services,2732,274846,2230,0.66,South,Enterprise,Services,Enterprise,"$1,000 - $5,000M"
Payment Alliance International,Total Accounts,10933,true,Payment Alliance International,10933,KY,40205,KY,Rust Belt Cluster #1,Rust Belt,false,false,false,USA,Louisville,0,false,Financial Services,2633,111049,277.8,0.2,South,Mid Market,Finance,Mid Market,"$100 - $1,000M"
Paylocity Corporation,Total Accounts,10932,true,Paylocity Corporation,10932,IL,60004,IL,Midwest Cluster #1,Midwest,false,false,false,USA,Arlington Heights,0,false,Professional Services,2274,8036,27.3,0.01,North,Mid Market,Services,Mid Market,$0 - $50M
Payless Holdings,Total Accounts,10931,true,Payless Holdings,10931,KS,66607,KS,Plains Cluster #2,Plains,false,false,false,USA,Topeka,0,false,Retail,654,124784,3462,0.28,North,Enterprise,Consumer,Enterprise,"$1,000 - $5,000M"
Paycor,Total Accounts,10930,true,Paycor,10930,OH,45203,OH,Midwest Cluster #2,Midwest,false,false,false,USA,Cincinnati,0,false,Financial Services,4060,253951,500,0.22,North,Mid Market,Finance,Mid Market,"$100 - $1,000M"
Paychex,Total Accounts,10929,true,Paychex,10929,NY,14580,NY,New York Cluster #1,New York,false,false,false,USA,Webster,879,true,Services,4115,700135,2326,0.88,South,Enterprise,Services,Enterprise,"$1,000 - $5,000M"
Paxton Media Group,Total Accounts,10928,true,Paxton Media Group,10928,KY,42003,KY,Rust Belt Cluster #1,Rust Belt,false,false,false,USA,Paducah,0,false,Media,328,76368,188.2,0.68,South,Mid Market,Telecom,Mid Market,"$100 - $1,000M"
Pauls Valley General Hospital Foundation,Total Accounts,10927,true,Pauls Valley General Hospital Foundation,10927,OK,73075,OK,Rust Belt Cluster #2,Rust Belt,false,false,false,USA,Pauls Valley,0,false,Hospitals / Health Care,2379,27616,21.7,0.14,East,Mid Market,Healthcare,Mid Market,$0 - $50M
"Paul, Weiss, Rifkind, Wharton & Garrison",Total Accounts,10926,true,"Paul, Weiss, Rifkind, Wharton & Garrison",10926,NY,10019,NY,New York Cluster #1,New York,false,false,false,USA,New York,0,false,Legal Services,3831,394151,692,0.83,North,Enterprise,Services,Enterprise,"$100 - $1,000M"
Paul Mueller Company,Total Accounts,10925,true,Paul Mueller Company,10925,MO,65801,MO,Plains Cluster #1,Plains,false,false,false,USA,Springfield,0,false,Manufacturing - Durables,737,157400,129.6,0.45,East,Enterprise,Manufacturing,Enterprise,"$100 - $1,000M"
Paul Hastings,Total Accounts,10924,true,Paul Hastings,10924,CA,90071,CA,Southwest Cluster #2,Southwest,false,false,false,USA,Los Angeles,0,false,Legal Services,2194,24548,902.5,0.08,West,Mid Market,Services,Mid Market,"$100 - $1,000M"
Paul Fredrick MenStyle,Total Accounts,10923,true,Paul Fredrick MenStyle,10923,PA,19522,PA,NE Cluster #1,Northeast,false,false,false,USA,Fleetwood,0,false,Retail,4393,81826,10.1,0.28,North,Mid Market,Consumer,Mid Market,$0 - $50M
Paul D. Camp Community College,Total Accounts,10922,true,Paul D. Camp Community College,10922,VA,23851,VA,Mid-Atlantic Cluster #2,Mid-Atlantic,false,false,false,USA,Franklin,0,false,Higher Education,3077,152366,12.49,0.55,East,Mid Market,Education,Mid Market,$0 - $50M
Patton Hospitality Management,Total Accounts,10921,true,Patton Hospitality Management,10921,NC,28805,NC,Atlantic Coast Cluster #2,Atlantic Coast,false,false,false,USA,Asheville,0,false,Leisure,4937,15927,97,0.02,South,Key Accounts,Consumer,Enterprise,$50 - $100M
Patton Boggs,Total Accounts,10920,true,Patton Boggs,10920,VA,20037,VA,Mid-Atlantic Cluster #2,Mid-Atlantic,false,false,false,USA,Washington,0,false,Legal Services,2358,119790,327,0.98,South,Enterprise,Services,Enterprise,"$100 - $1,000M"
Patterson-UTI Energy,Total Accounts,10919,true,Patterson-UTI Energy,10919,TX,77067,TX West,Texas Cluster #1,Texas,false,false,false,USA,Houston,780,true,Energy / Utilities,1711,56109,2716,0.08,North,Mid Market,Energy,Mid Market,"$1,000 - $5,000M"
Patterson-Schwartz Real Etate,Total Accounts,10918,true,Patterson-Schwartz Real Etate,10918,DE,19707,DE,Mid-Atlantic Cluster #1,Mid-Atlantic,false,false,false,USA,Hockessin,0,false,Services,4919,158529,10.5,0.68,South,Key Accounts,Services,Enterprise,$0 - $50M
Patterson Companies,Total Accounts,10917,true,Patterson Companies,10917,MN,55120,MN,Midwest Cluster #1,Midwest,false,false,false,USA,St. Paul,642,true,Hospitals / Health Care,68,51725,3637,0.06,North,Mid Market,Healthcare,Mid Market,"$1,000 - $5,000M"
Patterson Belknap Webb & Tyler,Total Accounts,10916,true,Patterson Belknap Webb & Tyler,10916,NY,10036,NY,New York Cluster #1,New York,false,false,false,USA,New York,0,false,Legal Services,1157,64224,150,0.57,South,Enterprise,Services,Enterprise,"$100 - $1,000M"
Patten Industries,Total Accounts,10915,true,Patten Industries,10915,IL,60126,IL,Midwest Cluster #1,Midwest,false,false,false,USA,Elmhurst,0,false,Retail,1229,258330,35.2,0.79,South,Mid Market,Consumer,Mid Market,$0 - $50M
Patriot Transportation,Total Accounts,10914,true,Patriot Transportation,10914,FL,32202,FL,Southeast Cluster #1,Southeast,false,false,false,USA,Jacksonville,0,false,Logistics / Transportation,923,112873,127.5,0.5,South,Enterprise,Services,Enterprise,"$100 - $1,000M"
Patriot National Insurance Group,Total Accounts,10913,true,Patriot National Insurance Group,10913,FL,33301,FL,Southeast Cluster #1,Southeast,false,false,false,USA,Fort Lauderdale,0,false,Insurance,1113,108709,13.9,0.64,North,Mid Market,Insurance,Mid Market,$0 - $50M
Patriot Coal,Total Accounts,10912,true,Patriot Coal,10912,WV,25301,WV,Mid-Atlantic Cluster #2,Mid-Atlantic,false,false,false,USA,Charleston,0,false,Energy / Utilities,765,177539,2403,0.82,South,Enterprise,Energy,Enterprise,"$1,000 - $5,000M"
Patrick Industries,Total Accounts,10911,true,Patrick Industries,10911,IN,46515,IN,Midwest Cluster #1,Midwest,false,false,false,USA,Elkhart,0,false,Manufacturing - Durables,859,0,437.4,0,North,Enterprise,Manufacturing,Enterprise,"$100 - $1,000M"
Patient First,Total Accounts,10910,true,Patient First,10910,VA,23060,VA,Mid-Atlantic Cluster #2,Mid-Atlantic,false,false,false,USA,Glen Allen,0,false,Services,1867,100527,41.6,0.85,East,Mid Market,Services,Mid Market,$0 - $50M
Pathways Community Health,Total Accounts,10909,true,Pathways Community Health,10909,MO,64735,MO,Plains Cluster #1,Plains,false,false,false,USA,Clinton,0,false,Hospitals / Health Care,4078,113971,29,0.24,South,Mid Market,Healthcare,Mid Market,$0 - $50M
PathGroup,Total Accounts,10908,true,PathGroup,10908,TN,37027,TN,Rust Belt Cluster #1,Rust Belt,false,false,false,USA,Brentwood,0,false,Services,222,77288,5.3,0.71,South,Mid Market,Services,Mid Market,$0 - $50M
Pathfinder International,Total Accounts,10907,true,Pathfinder International,10907,MA,02471,MA,NE Cluster #3,Northeast,false,false,false,USA,Watertown,0,false,Services,2700,94845,101,0.36,West,Enterprise,Services,Enterprise,"$100 - $1,000M"
Patheon Pharmaceuticals,Total Accounts,10906,true,Patheon Pharmaceuticals,10906,NC,27703,NC,Atlantic Coast Cluster #2,Atlantic Coast,false,false,false,USA,Durham,0,false,Pharmaceuticals,4255,566568,655.1,0.75,North,Enterprise,Healthcare,Enterprise,"$100 - $1,000M"
PATH,Total Accounts,10905,true,PATH,10905,WA,98121,WA,Northwest Cluster #2,Northwest,false,false,false,USA,Seattle,0,false,Hospitals / Health Care,4696,102282,244.4,0.25,East,Mid Market,Healthcare,Mid Market,"$100 - $1,000M"
Patagonia,Total Accounts,10904,true,Patagonia,10904,CA,93001,CA,Southwest Cluster #2,Southwest,false,false,false,USA,Ventura,0,false,Retail,2489,105204,400,0.12,West,Mid Market,Consumer,Mid Market,"$100 - $1,000M"
Passumpsic Savings Bank,Total Accounts,10903,true,Passumpsic Savings Bank,10903,VT,05819,VT,NE Cluster #2,Northeast,false,false,false,USA,Saint Johnsbury,0,false,Banking,1630,86287,18.5,0.51,South,Mid Market,Banking,Mid Market,$0 - $50M
Passkey International,Total Accounts,10902,true,Passkey International,10902,MA,02828,MA,NE Cluster #3,Northeast,false,false,false,USA,Waltham,0,false,Services,2973,28989,3,0.31,South,Mid Market,Services,Mid Market,$0 - $50M
Passavant Area Hospital,Total Accounts,10901,true,Passavant Area Hospital,10901,IL,62650,IL,Midwest Cluster #1,Midwest,false,false,false,USA,Jacksonville,0,false,Hospitals / Health Care,2111,271415,81.35,0.75,North,Mid Market,Healthcare,Mid Market,$50 - $100M
