,Parent,Code,Zips,Zips Item,SubTerritory,Patch,Territory Parent,Parent Reassign,ParentCode
28603,NC,28603,28603,28603,West,Cold,NC,NC,US-NC
28607,NC,28607,28607,28607,North,Cold,NC,NC,US-NC
28608,NC,28608,28608,28608,West,Cold,NC,NC,US-NC
28625,NC,28625,28625,28625,North,Cold,NC,NC,US-NC
28645,NC,28645,28645,28645,South,Cold,NC,NC,US-NC
28650,NC,28650,28650,28650,West,Cold,NC,NC,US-NC
28655,NC,28655,28655,28655,North,Cold,NC,NC,US-NC
28659,NC,28659,28659,28659,East,Cold,NC,NC,US-NC
28677,NC,28677,28677,28677,West,Cold,NC,NC,US-NC
28681,NC,28681,28681,28681,East,Cold,NC,NC,US-NC
28704,NC,28704,28704,28704,West,Cold,NC,NC,US-NC
28711,NC,28711,28711,28711,North,Cold,NC,NC,US-NC
28712,NC,28712,28712,28712,South,Cold,NC,NC,US-NC
28721,NC,28721,28721,28721,West,Cold,NC,NC,US-NC
28723,NC,28723,28723,28723,North,Cold,NC,NC,US-NC
28728,NC,28728,28728,28728,South,Cold,NC,NC,US-NC
28734,NC,28734,28734,28734,East,Cold,NC,NC,US-NC
28739,NC,28739,28739,28739,West,Cold,NC,NC,US-NC
28741,NC,28741,28741,28741,North,Cold,NC,NC,US-NC
28779,NC,28779,28779,28779,South,Cold,NC,NC,US-NC
28801,NC,28801,28801,28801,East,Cold,NC,NC,US-NC
28803,NC,28803,28803,28803,West,Cold,NC,NC,US-NC
28805,NC,28805,28805,28805,South,Cold,NC,NC,US-NC
28806,NC,28806,28806,28806,East,Cold,NC,NC,US-NC
29020,NC,29020,29020,29020,West,Cold,NC,NC,US-NC
29033,NC,29033,29033,29033,East,Cold,NC,NC,US-NC
29036,NC,29036,29036,29036,West,Cold,NC,NC,US-NC
29053,NC,29053,29053,29053,North,Cold,NC,NC,US-NC
29063,NC,29063,29063,29063,East,Cold,NC,NC,US-NC
29072,NC,29072,29072,29072,West,Cold,NC,NC,US-NC
29073,NC,29073,29073,29073,West,Cold,NC,NC,US-NC
29081,NC,29081,29081,29081,North,Cold,NC,NC,US-NC
29102,NC,29102,29102,29102,South,Cold,NC,NC,US-NC
29108,NC,29108,29108,29108,East,Cold,NC,NC,US-NC
29115,NC,29115,29115,29115,West,Cold,NC,NC,US-NC
29118,NC,29118,29118,29118,South,Cold,NC,NC,US-NC
29130,NC,29130,29130,29130,East,Cold,NC,NC,US-NC
29150,NC,29150,29150,29150,West,Cold,NC,NC,US-NC
29160,NC,29160,29160,29160,North,Cold,NC,NC,US-NC
29169,NC,29169,29169,29169,South,Cold,NC,NC,US-NC
29172,NC,29172,29172,29172,East,Cold,NC,NC,US-NC
29201,NC,29201,29201,29201,North,Cold,NC,NC,US-NC
29203,NC,29203,29203,29203,North,Cold,NC,NC,US-NC
29210,NC,29210,29210,29210,North,Cold,NC,NC,US-NC
29223,NC,29223,29223,29223,North,Cold,NC,NC,US-NC
29301,NC,29301,29301,29301,West,Cold,NC,NC,US-NC
29302,NC,29302,29302,29302,South,Cold,NC,NC,US-NC
29303,NC,29303,29303,29303,West,Cold,NC,NC,US-NC
29306,NC,29306,29306,29306,East,Cold,NC,NC,US-NC
29307,NC,29307,29307,29307,East,Cold,NC,NC,US-NC
29325,NC,29325,29325,29325,East,Cold,NC,NC,US-NC
29334,NC,29334,29334,29334,West,Cold,NC,NC,US-NC
29341,NC,29341,29341,29341,East,Cold,NC,NC,US-NC
29349,NC,29349,29349,29349,North,Cold,NC,NC,US-NC
29379,NC,29379,29379,29379,South,Cold,NC,NC,US-NC
29405,NC,29405,29405,29405,West,Cold,NC,NC,US-NC
29406,NC,29406,29406,29406,South,Cold,NC,NC,US-NC
29407,NC,29407,29407,29407,North,Cold,NC,NC,US-NC
29445,NC,29445,29445,29445,South,Cold,NC,NC,US-NC
29461,NC,29461,29461,29461,East,Cold,NC,NC,US-NC
29464,NC,29464,29464,29464,North,Cold,NC,NC,US-NC
29483,NC,29483,29483,29483,East,Cold,NC,NC,US-NC
29488,NC,29488,29488,29488,West,Cold,NC,NC,US-NC
29492,NC,29492,29492,29492,North,Cold,NC,NC,US-NC
29501,NC,29501,29501,29501,North,Cold,NC,NC,US-NC
29506,NC,29506,29506,29506,East,Cold,NC,NC,US-NC
29526,NC,29526,29526,29526,East,Cold,NC,NC,US-NC
29532,NC,29532,29532,29532,East,Cold,NC,NC,US-NC
29550,NC,29550,29550,29550,West,Cold,NC,NC,US-NC
29572,NC,29572,29572,29572,North,Cold,NC,NC,US-NC
29574,NC,29574,29574,29574,South,Cold,NC,NC,US-NC
29582,NC,29582,29582,29582,West,Cold,NC,NC,US-NC
29605,NC,29605,29605,29605,South,Cold,NC,NC,US-NC
29607,NC,29607,29607,29607,West,Cold,NC,NC,US-NC
29611,NC,29611,29611,29611,North,Cold,NC,NC,US-NC
29615,NC,29615,29615,29615,West,Cold,NC,NC,US-NC
29620,NC,29620,29620,29620,East,Cold,NC,NC,US-NC
29621,NC,29621,29621,29621,West,Cold,NC,NC,US-NC
29644,NC,29644,29644,29644,South,Cold,NC,NC,US-NC
29646,NC,29646,29646,29646,East,Cold,NC,NC,US-NC
29650,NC,29650,29650,29650,East,Cold,NC,NC,US-NC
29651,NC,29651,29651,29651,North,Cold,NC,NC,US-NC
29662,NC,29662,29662,29662,South,Cold,NC,NC,US-NC
29672,NC,29672,29672,29672,East,Cold,NC,NC,US-NC
29681,NC,29681,29681,29681,West,Cold,NC,NC,US-NC
29687,NC,29687,29687,29687,North,Cold,NC,NC,US-NC
29690,NC,29690,29690,29690,South,Cold,NC,NC,US-NC
29706,NC,29706,29706,29706,East,Cold,NC,NC,US-NC
29707,NC,29707,29707,29707,West,Cold,NC,NC,US-NC
29710,NC,29710,29710,29710,South,Cold,NC,NC,US-NC
29715,NC,29715,29715,29715,East,Cold,NC,NC,US-NC
29730,NC,29730,29730,29730,East,Cold,NC,NC,US-NC
29801,NC,29801,29801,29801,North,Cold,NC,NC,US-NC
29902,NC,29902,29902,29902,North,Cold,NC,NC,US-NC
29910,NC,29910,29910,29910,South,Cold,NC,NC,US-NC
29944,NC,29944,29944,29944,North,Cold,NC,NC,US-NC
30161,NC,30161,30161,30161,East,Cold,NC,NC,US-NC
30165,NC,30165,30165,30165,West,Cold,NC,NC,US-NC
30401,NC,30401,30401,30401,North,Cold,NC,NC,US-NC
30458,NC,30458,30458,30458,West,Cold,NC,NC,US-NC
30511,NC,30511,30511,30511,North,Cold,NC,NC,US-NC
30512,NC,30512,30512,30512,South,Cold,NC,NC,US-NC
30513,NC,30513,30513,30513,West,Cold,NC,NC,US-NC
30553,NC,30553,30553,30553,North,Cold,NC,NC,US-NC
30577,NC,30577,30577,30577,East,Cold,NC,NC,US-NC
30635,NC,30635,30635,30635,East,Cold,NC,NC,US-NC
30662,NC,30662,30662,30662,South,Cold,NC,NC,US-NC
30701,NC,30701,30701,30701,East,Cold,NC,NC,US-NC
30720,NC,30720,30720,30720,West,Cold,NC,NC,US-NC
30721,NC,30721,30721,30721,East,Cold,NC,NC,US-NC
30752,NC,30752,30752,30752,West,Cold,NC,NC,US-NC
30813,NC,30813,30813,30813,North,Cold,NC,NC,US-NC
30901,NC,30901,30901,30901,South,Cold,NC,NC,US-NC
30904,NC,30904,30904,30904,South,Cold,NC,NC,US-NC
30909,NC,30909,30909,30909,East,Cold,NC,NC,US-NC
31061,NC,31061,31061,31061,North,Cold,NC,NC,US-NC
31082,NC,31082,31082,31082,South,Cold,NC,NC,US-NC
35768,NC,35768,35768,35768,East,Cold,NC,NC,US-NC
37311,NC,37311,37311,37311,North,Cold,NC,NC,US-NC
37312,NC,37312,37312,37312,East,Cold,NC,NC,US-NC
37317,NC,37317,37317,37317,North,Cold,NC,NC,US-NC
37405,NC,37405,37405,37405,South,Cold,NC,NC,US-NC
37406,NC,37406,37406,37406,East,Cold,NC,NC,US-NC
37416,NC,37416,37416,37416,South,Cold,NC,NC,US-NC
37419,NC,37419,37419,37419,East,Cold,NC,NC,US-NC
37421,NC,37421,37421,37421,North,Cold,NC,NC,US-NC
NC,Atlantic Coast Cluster #2,US-NC,,,,,,,
Atlantic Coast Cluster #2,Atlantic Coast,,,,,,,,
Atlantic Coast,US South,S04,,,,,,,
99501,AK,99501,99501,99501,West,Cold,AK,AK,US-AK
99502,AK,99502,99502,99502,East,Cold,AK,AK,US-AK
99503,AK,99503,99503,99503,West,Cold,AK,AK,US-AK
99507,AK,99507,99507,99507,East,Cold,AK,AK,US-AK
99508,AK,99508,99508,99508,West,Cold,AK,AK,US-AK
99518,AK,99518,99518,99518,West,Cold,AK,AK,US-AK
99519,AK,99519,99519,99519,South,Cold,AK,AK,US-AK
99559,AK,99559,99559,99559,East,Cold,AK,AK,US-AK
99603,AK,99603,99603,99603,West,Cold,AK,AK,US-AK
99669,AK,99669,99669,99669,North,Cold,AK,AK,US-AK
99701,AK,99701,99701,99701,South,Cold,AK,AK,US-AK
99709,AK,99709,99709,99709,West,Cold,AK,AK,US-AK
99752,AK,99752,99752,99752,North,Cold,AK,AK,US-AK
99801,AK,99801,99801,99801,South,Cold,AK,AK,US-AK
AK,Southeast Cluster #1,US-AK,,,,,,,
35010,AL,35010,35010,35010,West,Cold,AL,AL,US-AL
35022,AL,35022,35022,35022,North,Cold,AL,AL,US-AL
35058,AL,35058,35058,35058,South,Cold,AL,AL,US-AL
35080,AL,35080,35080,35080,East,Cold,AL,AL,US-AL
35111,AL,35111,35111,35111,West,Cold,AL,AL,US-AL
35150,AL,35150,35150,35150,North,Cold,AL,AL,US-AL
35201,AL,35201,35201,35201,South,Cold,AL,AL,US-AL
35203,AL,35203,35203,35203,West,Cold,AL,AL,US-AL
35204,AL,35204,35204,35204,East,Cold,AL,AL,US-AL
35205,AL,35205,35205,35205,West,Cold,AL,AL,US-AL
35207,AL,35207,35207,35207,East,Cold,AL,AL,US-AL
35209,AL,35209,35209,35209,South,Warm,AL,AL,US-AL
35210,AL,35210,35210,35210,East,Cold,AL,AL,US-AL
35211,AL,35211,35211,35211,West,Cold,AL,AL,US-AL
35216,AL,35216,35216,35216,South,Cold,AL,AL,US-AL
35217,AL,35217,35217,35217,East,Cold,AL,AL,US-AL
35218,AL,35218,35218,35218,East,Cold,AL,AL,US-AL
35222,AL,35222,35222,35222,West,Cold,AL,AL,US-AL
35223,AL,35223,35223,35223,West,Cold,AL,AL,US-AL
35229,AL,35229,35229,35229,South,Cold,AL,AL,US-AL
35233,AL,35233,35233,35233,East,Cold,AL,AL,US-AL
35242,AL,35242,35242,35242,South,Warm,AL,AL,US-AL
35243,AL,35243,35243,35243,West,Cold,AL,AL,US-AL
35244,AL,35244,35244,35244,South,Cold,AL,AL,US-AL
35254,AL,35254,35254,35254,South,Cold,AL,AL,US-AL
35294,AL,35294,35294,35294,East,Cold,AL,AL,US-AL
35401,AL,35401,35401,35401,West,Cold,AL,AL,US-AL
35403,AL,35403,35403,35403,West,Cold,AL,AL,US-AL
35404,AL,35404,35404,35404,North,Cold,AL,AL,US-AL
35405,AL,35405,35405,35405,South,Cold,AL,AL,US-AL
35406,AL,35406,35406,35406,East,Cold,AL,AL,US-AL
35475,AL,35475,35475,35475,South,Cold,AL,AL,US-AL
35487,AL,35487,35487,35487,East,Cold,AL,AL,US-AL
35565,AL,35565,35565,35565,West,Cold,AL,AL,US-AL
35582,AL,35582,35582,35582,North,Cold,AL,AL,US-AL
35601,AL,35601,35601,35601,East,Cold,AL,AL,US-AL
35603,AL,35603,35603,35603,South,Cold,AL,AL,US-AL
35611,AL,35611,35611,35611,East,Cold,AL,AL,US-AL
35661,AL,35661,35661,35661,West,Cold,AL,AL,US-AL
35758,AL,35758,35758,35758,South,Cold,AL,AL,US-AL
35801,AL,35801,35801,35801,West,Cold,AL,AL,US-AL
35805,AL,35805,35805,35805,East,Cold,AL,AL,US-AL
35806,AL,35806,35806,35806,West,Warm,AL,AL,US-AL
35811,AL,35811,35811,35811,North,Cold,AL,AL,US-AL
35893,AL,35893,35893,35893,East,Cold,AL,AL,US-AL
35903,AL,35903,35903,35903,West,Cold,AL,AL,US-AL
35950,AL,35950,35950,35950,North,Cold,AL,AL,US-AL
35951,AL,35951,35951,35951,South,Cold,AL,AL,US-AL
36016,AL,36016,36016,36016,East,Cold,AL,AL,US-AL
36081,AL,36081,36081,36081,West,Cold,AL,AL,US-AL
36082,AL,36082,36082,36082,North,Cold,AL,AL,US-AL
36101,AL,36101,36101,36101,South,Cold,AL,AL,US-AL
36103,AL,36103,36103,36103,East,Cold,AL,AL,US-AL
36104,AL,36104,36104,36104,West,Cold,AL,AL,US-AL
36106,AL,36106,36106,36106,East,Cold,AL,AL,US-AL
36109,AL,36109,36109,36109,West,Cold,AL,AL,US-AL
36116,AL,36116,36116,36116,North,Cold,AL,AL,US-AL
36117,AL,36117,36117,36117,East,Cold,AL,AL,US-AL
36130,AL,36130,36130,36130,West,Cold,AL,AL,US-AL
36201,AL,36201,36201,36201,North,Cold,AL,AL,US-AL
36301,AL,36301,36301,36301,South,Cold,AL,AL,US-AL
36302,AL,36302,36302,36302,West,Cold,AL,AL,US-AL
36303,AL,36303,36303,36303,North,Cold,AL,AL,US-AL
36322,AL,36322,36322,36322,East,Cold,AL,AL,US-AL
36331,AL,36331,36331,36331,West,Cold,AL,AL,US-AL
36420,AL,36420,36420,36420,North,Cold,AL,AL,US-AL
36446,AL,36446,36446,36446,South,Cold,AL,AL,US-AL
36507,AL,36507,36507,36507,East,Cold,AL,AL,US-AL
36521,AL,36521,36521,36521,West,Cold,AL,AL,US-AL
36602,AL,36602,36602,36602,North,Cold,AL,AL,US-AL
36604,AL,36604,36604,36604,West,Cold,AL,AL,US-AL
36606,AL,36606,36606,36606,North,Cold,AL,AL,US-AL
36607,AL,36607,36607,36607,South,Cold,AL,AL,US-AL
36609,AL,36609,36609,36609,North,Cold,AL,AL,US-AL
36610,AL,36610,36610,36610,South,Cold,AL,AL,US-AL
36619,AL,36619,36619,36619,East,Cold,AL,AL,US-AL
36693,AL,36693,36693,36693,West,Cold,AL,AL,US-AL
36695,AL,36695,36695,36695,North,Cold,AL,AL,US-AL
36784,AL,36784,36784,36784,South,Cold,AL,AL,US-AL
36801,AL,36801,36801,36801,East,Cold,AL,AL,US-AL
36830,AL,36830,36830,36830,West,Cold,AL,AL,US-AL
36832,AL,36832,36832,36832,North,Cold,AL,AL,US-AL
36849,AL,36849,36849,36849,South,Cold,AL,AL,US-AL
36854,AL,36854,36854,36854,East,Cold,AL,AL,US-AL
36907,AL,36907,36907,36907,West,Cold,AL,AL,US-AL
63901,AL,63901,63901,63901,North,Cold,AL,AL,US-AL
65560,AL,65560,65560,65560,West,Cold,AL,AL,US-AL
65711,AL,65711,65711,65711,North,Cold,AL,AL,US-AL
65775,AL,65775,65775,65775,South,Cold,AL,AL,US-AL
AL,Southeast Cluster #1,US-AL,,,,,,,
32034,FL,32034,32034,32034,West,Cold,FL,FL,US-FL
32043,FL,32043,32043,32043,North,Cold,FL,FL,US-FL
32055,FL,32055,32055,32055,South,Cold,FL,FL,US-FL
32063,FL,32063,32063,32063,East,Cold,FL,FL,US-FL
32064,FL,32064,32064,32064,West,Cold,FL,FL,US-FL
32081,FL,32081,32081,32081,North,Cold,FL,FL,US-FL
32082,FL,32082,32082,32082,South,Cold,FL,FL,US-FL
32086,FL,32086,32086,32086,East,Cold,FL,FL,US-FL
32092,FL,32092,32092,32092,West,Cold,FL,FL,US-FL
32114,FL,32114,32114,32114,South,Cold,FL,FL,US-FL
32119,FL,32119,32119,32119,East,Cold,FL,FL,US-FL
32124,FL,32124,32124,32124,West,Cold,FL,FL,US-FL
32129,FL,32129,32129,32129,North,Cold,FL,FL,US-FL
32162,FL,32162,32162,32162,South,Cold,FL,FL,US-FL
32168,FL,32168,32168,32168,East,Cold,FL,FL,US-FL
32174,FL,32174,32174,32174,West,Cold,FL,FL,US-FL
32178,FL,32178,32178,32178,South,Cold,FL,FL,US-FL
32202,FL,32202,32202,32202,East,Warm,FL,FL,US-FL
32203,FL,32203,32203,32203,West,Cold,FL,FL,US-FL
32204,FL,32204,32204,32204,North,Cold,FL,FL,US-FL
32207,FL,32207,32207,32207,South,Cold,FL,FL,US-FL
32209,FL,32209,32209,32209,South,Cold,FL,FL,US-FL
32210,FL,32210,32210,32210,East,Cold,FL,FL,US-FL
32211,FL,32211,32211,32211,West,Cold,FL,FL,US-FL
32216,FL,32216,32216,32216,North,Cold,FL,FL,US-FL
32217,FL,32217,32217,32217,West,Cold,FL,FL,US-FL
32224,FL,32224,32224,32224,North,Cold,FL,FL,US-FL
32225,FL,32225,32225,32225,West,Cold,FL,FL,US-FL
32246,FL,32246,32246,32246,East,Cold,FL,FL,US-FL
32254,FL,32254,32254,32254,East,Cold,FL,FL,US-FL
32256,FL,32256,32256,32256,North,Warm,FL,FL,US-FL
32257,FL,32257,32257,32257,East,Cold,FL,FL,US-FL
32258,FL,32258,32258,32258,East,Cold,FL,FL,US-FL
32301,FL,32301,32301,32301,West,Cold,FL,FL,US-FL
32305,FL,32305,32305,32305,South,Cold,FL,FL,US-FL
32306,FL,32306,32306,32306,East,Cold,FL,FL,US-FL
32307,FL,32307,32307,32307,West,Cold,FL,FL,US-FL
32308,FL,32308,32308,32308,North,Cold,FL,FL,US-FL
32317,FL,32317,32317,32317,North,Cold,FL,FL,US-FL
32399,FL,32399,32399,32399,South,Cold,FL,FL,US-FL
32401,FL,32401,32401,32401,West,Cold,FL,FL,US-FL
32501,FL,32501,32501,32501,East,Cold,FL,FL,US-FL
32502,FL,32502,32502,32502,West,Cold,FL,FL,US-FL
32504,FL,32504,32504,32504,North,Cold,FL,FL,US-FL
32505,FL,32505,32505,32505,West,Cold,FL,FL,US-FL
32514,FL,32514,32514,32514,North,Cold,FL,FL,US-FL
32534,FL,32534,32534,32534,South,Cold,FL,FL,US-FL
32541,FL,32541,32541,32541,East,Cold,FL,FL,US-FL
32547,FL,32547,32547,32547,West,Cold,FL,FL,US-FL
32548,FL,32548,32548,32548,North,Cold,FL,FL,US-FL
32561,FL,32561,32561,32561,East,Cold,FL,FL,US-FL
32601,FL,32601,32601,32601,North,Cold,FL,FL,US-FL
32605,FL,32605,32605,32605,East,Cold,FL,FL,US-FL
32606,FL,32606,32606,32606,West,Cold,FL,FL,US-FL
32607,FL,32607,32607,32607,North,Cold,FL,FL,US-FL
32611,FL,32611,32611,32611,West,Cold,FL,FL,US-FL
32615,FL,32615,32615,32615,North,Cold,FL,FL,US-FL
32653,FL,32653,32653,32653,East,Cold,FL,FL,US-FL
32656,FL,32656,32656,32656,West,Cold,FL,FL,US-FL
32708,FL,32708,32708,32708,North,Cold,FL,FL,US-FL
32714,FL,32714,32714,32714,East,Cold,FL,FL,US-FL
32720,FL,32720,32720,32720,West,Cold,FL,FL,US-FL
32723,FL,32723,32723,32723,North,Cold,FL,FL,US-FL
32746,FL,32746,32746,32746,South,Warm,FL,FL,US-FL
32750,FL,32750,32750,32750,East,Cold,FL,FL,US-FL
32751,FL,32751,32751,32751,West,Cold,FL,FL,US-FL
32757,FL,32757,32757,32757,North,Cold,FL,FL,US-FL
32765,FL,32765,32765,32765,South,Cold,FL,FL,US-FL
32771,FL,32771,32771,32771,East,Cold,FL,FL,US-FL
32773,FL,32773,32773,32773,North,Cold,FL,FL,US-FL
32779,FL,32779,32779,32779,South,Cold,FL,FL,US-FL
32780,FL,32780,32780,32780,East,Cold,FL,FL,US-FL
32784,FL,32784,32784,32784,West,Cold,FL,FL,US-FL
32789,FL,32789,32789,32789,North,Cold,FL,FL,US-FL
32796,FL,32796,32796,32796,East,Cold,FL,FL,US-FL
32801,FL,32801,32801,32801,West,Cold,FL,FL,US-FL
32803,FL,32803,32803,32803,West,Cold,FL,FL,US-FL
32804,FL,32804,32804,32804,East,Cold,FL,FL,US-FL
32805,FL,32805,32805,32805,South,Cold,FL,FL,US-FL
32806,FL,32806,32806,32806,East,Cold,FL,FL,US-FL
32808,FL,32808,32808,32808,North,Cold,FL,FL,US-FL
32809,FL,32809,32809,32809,South,Cold,FL,FL,US-FL
32810,FL,32810,32810,32810,East,Cold,FL,FL,US-FL
32811,FL,32811,32811,32811,North,Cold,FL,FL,US-FL
32814,FL,32814,32814,32814,East,Cold,FL,FL,US-FL
32816,FL,32816,32816,32816,West,Cold,FL,FL,US-FL
32817,FL,32817,32817,32817,North,Cold,FL,FL,US-FL
32819,FL,32819,32819,32819,South,Cold,FL,FL,US-FL
32821,FL,32821,32821,32821,East,Cold,FL,FL,US-FL
32822,FL,32822,32822,32822,South,Cold,FL,FL,US-FL
32824,FL,32824,32824,32824,East,Cold,FL,FL,US-FL
32826,FL,32826,32826,32826,West,Cold,FL,FL,US-FL
32830,FL,32830,32830,32830,East,Cold,FL,FL,US-FL
32832,FL,32832,32832,32832,South,Cold,FL,FL,US-FL
32835,FL,32835,32835,32835,East,Cold,FL,FL,US-FL
32837,FL,32837,32837,32837,West,Cold,FL,FL,US-FL
32839,FL,32839,32839,32839,South,Cold,FL,FL,US-FL
32862,FL,32862,32862,32862,East,Cold,FL,FL,US-FL
32901,FL,32901,32901,32901,West,Cold,FL,FL,US-FL
32904,FL,32904,32904,32904,South,Cold,FL,FL,US-FL
32919,FL,32919,32919,32919,East,Cold,FL,FL,US-FL
32920,FL,32920,32920,32920,West,Cold,FL,FL,US-FL
32934,FL,32934,32934,32934,North,Cold,FL,FL,US-FL
32935,FL,32935,32935,32935,East,Cold,FL,FL,US-FL
32955,FL,32955,32955,32955,West,Cold,FL,FL,US-FL
32958,FL,32958,32958,32958,North,Cold,FL,FL,US-FL
32960,FL,32960,32960,32960,South,Cold,FL,FL,US-FL
33009,FL,33009,33009,33009,West,Cold,FL,FL,US-FL
33012,FL,33012,33012,33012,North,Cold,FL,FL,US-FL
33013,FL,33013,33013,33013,South,Cold,FL,FL,US-FL
33014,FL,33014,33014,33014,East,Cold,FL,FL,US-FL
33016,FL,33016,33016,33016,East,Cold,FL,FL,US-FL
33018,FL,33018,33018,33018,North,Cold,FL,FL,US-FL
33019,FL,33019,33019,33019,South,Cold,FL,FL,US-FL
33021,FL,33021,33021,33021,East,Cold,FL,FL,US-FL
33024,FL,33024,33024,33024,East,Cold,FL,FL,US-FL
33025,FL,33025,33025,33025,North,Cold,FL,FL,US-FL
33027,FL,33027,33027,33027,West,Cold,FL,FL,US-FL
33033,FL,33033,33033,33033,South,Cold,FL,FL,US-FL
33040,FL,33040,33040,33040,East,Cold,FL,FL,US-FL
33056,FL,33056,33056,33056,North,Cold,FL,FL,US-FL
33060,FL,33060,33060,33060,South,Cold,FL,FL,US-FL
33068,FL,33068,33068,33068,East,Cold,FL,FL,US-FL
33069,FL,33069,33069,33069,West,Cold,FL,FL,US-FL
33076,FL,33076,33076,33076,West,Cold,FL,FL,US-FL
33101,FL,33101,33101,33101,North,Cold,FL,FL,US-FL
33109,FL,33109,33109,33109,South,Cold,FL,FL,US-FL
33124,FL,33124,33124,33124,East,Cold,FL,FL,US-FL
33125,FL,33125,33125,33125,West,Cold,FL,FL,US-FL
33126,FL,33126,33126,33126,North,Cold,FL,FL,US-FL
33130,FL,33130,33130,33130,East,Cold,FL,FL,US-FL
33131,FL,33131,33131,33131,West,Warm,FL,FL,US-FL
33132,FL,33132,33132,33132,East,Cold,FL,FL,US-FL
33133,FL,33133,33133,33133,South,Cold,FL,FL,US-FL
33134,FL,33134,33134,33134,West,Cold,FL,FL,US-FL
33136,FL,33136,33136,33136,West,Cold,FL,FL,US-FL
33137,FL,33137,33137,33137,South,Cold,FL,FL,US-FL
33138,FL,33138,33138,33138,North,Cold,FL,FL,US-FL
33140,FL,33140,33140,33140,South,Cold,FL,FL,US-FL
33143,FL,33143,33143,33143,West,Cold,FL,FL,US-FL
33146,FL,33146,33146,33146,West,Cold,FL,FL,US-FL
33156,FL,33156,33156,33156,East,Cold,FL,FL,US-FL
33165,FL,33165,33165,33165,South,Cold,FL,FL,US-FL
33166,FL,33166,33166,33166,East,Cold,FL,FL,US-FL
33167,FL,33167,33167,33167,South,Cold,FL,FL,US-FL
33169,FL,33169,33169,33169,East,Cold,FL,FL,US-FL
33170,FL,33170,33170,33170,South,Cold,FL,FL,US-FL
33172,FL,33172,33172,33172,East,Cold,FL,FL,US-FL
33173,FL,33173,33173,33173,South,Cold,FL,FL,US-FL
33174,FL,33174,33174,33174,East,Cold,FL,FL,US-FL
33178,FL,33178,33178,33178,West,Warm,FL,FL,US-FL
33179,FL,33179,33179,33179,East,Cold,FL,FL,US-FL
33180,FL,33180,33180,33180,West,Cold,FL,FL,US-FL
33183,FL,33183,33183,33183,North,Cold,FL,FL,US-FL
33186,FL,33186,33186,33186,South,Cold,FL,FL,US-FL
33190,FL,33190,33190,33190,East,Cold,FL,FL,US-FL
33301,FL,33301,33301,33301,West,Cold,FL,FL,US-FL
33308,FL,33308,33308,33308,South,Cold,FL,FL,US-FL
33309,FL,33309,33309,33309,North,Warm,FL,FL,US-FL
33312,FL,33312,33312,33312,South,Cold,FL,FL,US-FL
33314,FL,33314,33314,33314,North,Cold,FL,FL,US-FL
33316,FL,33316,33316,33316,East,Cold,FL,FL,US-FL
33319,FL,33319,33319,33319,North,Cold,FL,FL,US-FL
33321,FL,33321,33321,33321,East,Cold,FL,FL,US-FL
33323,FL,33323,33323,33323,North,Cold,FL,FL,US-FL
33324,FL,33324,33324,33324,East,Cold,FL,FL,US-FL
33325,FL,33325,33325,33325,West,Cold,FL,FL,US-FL
33326,FL,33326,33326,33326,South,Cold,FL,FL,US-FL
33334,FL,33334,33334,33334,East,Cold,FL,FL,US-FL
33351,FL,33351,33351,33351,North,Cold,FL,FL,US-FL
33401,FL,33401,33401,33401,South,Cold,FL,FL,US-FL
33403,FL,33403,33403,33403,North,Cold,FL,FL,US-FL
33404,FL,33404,33404,33404,South,Cold,FL,FL,US-FL
33405,FL,33405,33405,33405,West,Cold,FL,FL,US-FL
33406,FL,33406,33406,33406,North,Cold,FL,FL,US-FL
33407,FL,33407,33407,33407,East,Cold,FL,FL,US-FL
33408,FL,33408,33408,33408,East,Cold,FL,FL,US-FL
33409,FL,33409,33409,33409,South,Cold,FL,FL,US-FL
33410,FL,33410,33410,33410,East,Cold,FL,FL,US-FL
33411,FL,33411,33411,33411,East,Cold,FL,FL,US-FL
33414,FL,33414,33414,33414,South,Cold,FL,FL,US-FL
33418,FL,33418,33418,33418,West,Cold,FL,FL,US-FL
33426,FL,33426,33426,33426,West,Cold,FL,FL,US-FL
33431,FL,33431,33431,33431,South,Warm,FL,FL,US-FL
33432,FL,33432,33432,33432,North,Cold,FL,FL,US-FL
33433,FL,33433,33433,33433,East,Cold,FL,FL,US-FL
33434,FL,33434,33434,33434,West,Cold,FL,FL,US-FL
33435,FL,33435,33435,33435,North,Cold,FL,FL,US-FL
33440,FL,33440,33440,33440,South,Cold,FL,FL,US-FL
33442,FL,33442,33442,33442,West,Cold,FL,FL,US-FL
33445,FL,33445,33445,33445,East,Cold,FL,FL,US-FL
33458,FL,33458,33458,33458,West,Cold,FL,FL,US-FL
33461,FL,33461,33461,33461,West,Cold,FL,FL,US-FL
33464,FL,33464,33464,33464,North,Cold,FL,FL,US-FL
33477,FL,33477,33477,33477,South,Cold,FL,FL,US-FL
33480,FL,33480,33480,33480,East,Cold,FL,FL,US-FL
33483,FL,33483,33483,33483,West,Cold,FL,FL,US-FL
33486,FL,33486,33486,33486,North,Cold,FL,FL,US-FL
33487,FL,33487,33487,33487,East,Hot,FL,FL,US-FL
33496,FL,33496,33496,33496,South,Cold,FL,FL,US-FL
33499,FL,33499,33499,33499,East,Cold,FL,FL,US-FL
33523,FL,33523,33523,33523,West,Cold,FL,FL,US-FL
